Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","37","Central African Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","39","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","37.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","38.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","37.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","37.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","38.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","39.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","40.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","40.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","40.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","39","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","38.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","36.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","36.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","35.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","36.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","37.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","39","Chad","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","39.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","3.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","3.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","3.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","3.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","3.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","3.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","3.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","3.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","3.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","3.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","3.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","40","Chile","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","10.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","10.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","9.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","7.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","6.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","351","China","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","96","China, Hong Kong SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","21.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","20.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","19.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","17.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","16","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","15.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","15","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","14.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","14.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","13.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","13.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","13.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","11.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","10.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","9.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","9.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","9.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","128","China, Macao SAR","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","8.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","10.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","9.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","7.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","6.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","41","China, mainland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","3.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","4.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","4.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","4.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","4.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","4.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","4.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","3.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","3.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","214","China, Taiwan Province of","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","9.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","11.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","11.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","11.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","11.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","11.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","12.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","11.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","9.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","8.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","6.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","44","Colombia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","45","Comoros","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","45","Comoros","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","45","Comoros","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","45","Comoros","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","","NV","Data not available",""
"FS","Suite of Food Security Indicators","45","Comoros","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","","NV","Data not available",""
