TweetID,TimeOfDay,Tweet
1563,11,I walked 1.4 mi http://t.co/Bbljqf1IQv
1564,0,"For Halloween this year, the Bears are going to pretend to be a football team. How quaint."
1565,1,@unofficialdmorg 3 more days till my first baseball game in four years
1566,6,"@_Baowww yup, just be the yella dudes u probably ran across lol. I like em all colors lol"
1567,21,@Beaz_Craft my #daydreaming generally consists of building a house with tons of secret underground tunnels and rooms.
1568,13,DETROIT DODGEBALL CUP!
1569,3,Dave hitting reps with 415# like it's his job! WAIT it IS his job! Looking to make offseason gainz? Call us\n734-655‰€_ https://t.co/vugZoqcMIT
1570,8,"You still run the risk of pushing your luck too far today, so ... More for Sagittarius http://twittascope.com/twittascope/?sign=9"
1571,11,"Wow, yeah that makes sense where the dance came from. Totally see it! https://t.co/lif45NFN8z"
1572,20,#sledding #myboy #pureortonville #snowday @ Ortonville Ball Fields http://t.co/Pok1HXSU1A
1573,17,It's a minute in a half walk to my work from my new place. #spoiled
1574,17,Wish I was playing baseball today
1575,4,"Life isn't about waiting for the storm to pass, it's about learning to dance in the rain."
1576,22,"Lions football, Monday night, $1 beers and $1 tacos.  No brainer.  #bigleaguebrews @bigleaguebrews"
1577,19,Attempting to separate myself from this Walker Texas Ranger marathon to attend the final day of @MovementDetroit
1578,22,The fact that we don't have school tomorrow but I still have to be at ndp at 6:45 for a volleyball tourney #nosleep _
1579,1,The exhibit hall is in full swing here at @icashq #ICAS14. https://t.co/f9pQtHb735
1580,15,Nothing makes me go grocery shopping faster than when I run out of coffee.
1581,5,I underestimated how much fucking walking I would be doing
1582,14,Need to get off these damn crutches already
1583,3,@PGLocal4 at least they got the run they needed
1584,2,Used the CoGo bikes to get back to Barleys.  A nice refreshing whea... (Blood Thirst Wheat) http://t.co/hDH36qYnCh #photo
1585,6,An old post but you have may have missed it: 20141121 #TheOutlawWay Training Update http://t.co/E0GLmwue77 #CrossFit
1586,21,@mattchew2929 baseball season is gonna suck’Ê_’_ƒ’Ê_’_ƒ’Ê_’_ƒ
1587,16,Just drove past someone mowing their lawn and I was over taken with happy summer feelings/memories. Love it!
1588,21,12 Week #Olympic #Triathlon Training Program (w/ VIDEO) for #Beginners with @t2coachwendy https://t.co/UWqPioYpdm https://t.co/CF2Vb3zpy6
1589,3,What is Harbaugh doing on the sidelines like he's coaching right now?
1590,22,Think I'll eat something that don't require me to cook. Cause that's doing allot
1591,21,#ifihadglass I would create awesome POV cooking videos to teach detailed recipes to my kitchen staff. Group +5 intellect &amp; +5 accuracy!
1592,5,Great finish to the season by Boxer Volleyball this weekend! Congratulations! https://t.co/pMpeuyBRRM
1593,3,"I'm at LA Fitness (25352 Woodward Ave, Royal Oak) w/ 5 others http://t.co/mhEwlPT0"
1594,23,Baseball banquet. (@ San Marino Club) http://t.co/jxhcLcfg
1595,16,Baby steps. #babygirl #shower #friends meaghanmcla #BabyC #food #golf #lifestyle @ Genitti's Hole in‰€_ https://t.co/Wi3h39sc4l
1596,20,I just ran out of gas lol. . . . cuz I was too lazy to go to the gas station last night-_-
1597,0,Walk with kings nor loose the common touch....
1598,13,Domestic chores don't feel so tedious today because they shift... More for Aries http://t.co/dgnuAUdK2H
1599,3,"Come here boy, I wanna dance __"
1600,21,Obviously we would become instant friends and dance our hearts out. Stay smart and hydrate!‰€_ https://t.co/Q0qZ6L70KE
1601,17,#RoommateFromHell\nI had a roommate truly from hell...she was too lazy to walk downstairs to pee & used old jars. Left them when she moved!
1602,16,"Going golfing.\nVacation has been fun, but I'm ready to go back to work."
1603,15,@siders_roger you wanna do a college football fantasy league?
1604,1,"""@Hky_Society: A true captain and the definition of a hockey player http://t.co/jMeCGYRHjm"""
1605,19,Ryan is the man for giving me his pre workout
1606,2,I'll never run out of storage. #iphone7 #256gb ’Ê_’ü_
1607,3,"I'm sorry, you cannot really dance to 'Baby Got Back' it's just a bunch of bouncing around mouthing the words."
1608,1,Playtest/Shut Up and Dance just tore away most of my hope in humanity #BlackMirror
1609,11,"""For the jar of flour was not used up and the jug of oil did not run dry..."" 1 Kings 17:16 No matter your lack, God is #morethanenough! #wow"
1610,14,"It's such a beautiful day. I just want to go swimming, eat guacamole, and drive around in my jeep."
1611,16,@BillisKing @Mark__Snyder damn they play football up north . Sure hasn't  looked like in the last 13 yrs. Buckeye  domination.
1612,20,Just completed a 6.56 mi bike ride with @RunKeeper. Check it out! http://t.co/kmvmWO5i #RunKeeper
1613,22,Very impressed with #Chef the #movie (or should I say #ElJefe) - a great surprise!
1614,3,Late night cooking. __ http://t.co/e6Rp9BbuSC
1615,0,ready to kill the lady who ran into me and made me drop my phone. thanks i have a crack on my screen
1616,14,Morning #exercise the #lake #yoga #postures #nature #love and #empowerment @ DoubleTree Hotel‰€_ https://t.co/wEczSm6a3A
1617,10,"Boy I wonder if Rubio/Cruz realize we are not stupid, and we  vote when you  run again, say good bye to your political careers boys!"
1618,1,Walking Dead Time
1619,23,Nothing better than running in 80 degrees!
1620,16,"Executive Chef - Upscale Fine Dining Resta... - #OklahomaCity , OK (https://t.co/qD3nPusxV1) Get Chef Jobs #Chef #jobs #job #GetAllJobs"
1621,20,really trying to fit bowling and tennis into next spring's schedule.
1622,12,Going to look at cars later if everything work out
1623,3,@Dameshek called it with the lawn mower guy from the minute I saw him
1624,1,@BRANDONWARDELL screenshotting for when you run for pres
1625,15,@GaryVaynerchuk hit another home run here https://t.co/GzP50Gj4QG
1626,18,A guy busted a stranger's wife for cheating at a football game by slipping him this note. http://t.co/zaGMm1F4Te
1627,23,It's the Pack 290 Pinewood Derby.  Running about 211 mph in first two heats - a respectable time. ‰€” watching... https://t.co/JVOWRpTVqq
1628,17,#IDFWU can't wait for the Football Video! @BigSean @E40 #DetroitvsEveryBody
1629,14,Been walking for 40 mins _
1630,22,"""It's JUST preseason hockey."""
1631,22,Dancing in the stands like nerds with @esabak and @jrgrotto. #letsgoredwings
1632,20,Ò@LoganAlyse: Did yoga today so then I ate a whole chocolate cake. WTF is wrong with me?Ó __ you kill me
1633,22,It's 2040. Our president is a plant
1634,0,"I spent 6 months of my life climbing, working, and striving with this guy, tjupshaw. All bc we shared‰€_ http://t.co/CxUat0vwi7"
1635,2,I just smashed my finger AND hit myself in the face trying to play pool. God I suck at life.
1636,17,Painted with my baby Savu last night ’Ê_’ü_ some of my kiddies call them crafts and some call them‰€_ http://t.co/0SxEqPAYXH
1637,14,Photo: ‰€œI can‰€™t believe you bicycle in Detroit. That can‰€™t be safe!‰€ù http://tumblr.com/xq52awbzs9
1638,3,@pg_girling let's go swimming
1639,19,Getting my chef Boyardee on
1640,23,#Soccer: Real Madrid blamed game just starting.....now some blaming Ancelloti for letting Ozil; at the time every he or Zidane do are Devine
1641,22,@Metatau Oh you work at a pet-groomer? You could totally turn a dance of this into a commercial or something.
1642,1,@andrea_bee girl bye ”ê’ Jolee cooking ”ê‚
1643,23,"@AJkazyak trying to get your belly dug, or what"
1644,0,Putting away mine and myas clothes away is a chore I'd pay someone to do. #overload
1645,15,Workout time..... Gucci Mane is the workout music! #Gucci2x
1646,20,My lack of dusting skills will finally pay off at Halloween :)
1647,11,I‰€™m going to just leave this here and walk away! #Detroit #HealthyHair #HairStylist #MGStudio #DirectionsSalon http://t.co/kYvAMsGo6D
1648,19,@bgribeck haha i know and he totally tried to play it off like he was walking away..so obvi
1649,23,just biked 0.9 mi in 4 mins and burned 43 calories on 4/23/12 at 6:57 PM #cardiotrainer
1650,18,My draft is tomorrow night...I love football season. Going to win this year not take second place #FantasyFootball http://t.co/DZkIgwfCyF
1651,11,Your psychic powers are running at full tilt while the hyperse... More for Leo http://t.co/T94vEcddO3
1652,15,Trying on football gear at sign ups for big brother ‰™Á’Ê_’Àˆ’Ê_’Àˆ’Ê_’_» @ Mason‰€_ https://t.co/gTMipvRfJf
1653,1,Farmer escapes a bases-loaded jam. Didn't allow a run in 4.1 innings and his stuff was sharp.
1654,23,@stevechimenti @Mortgagequeen09 @DetroitPodcast @umichfootball Then if he's getting the top recruits thenit must be the coaching.
1655,22,But I love to cook. It's one of my true passions. Along with dance and sign language..
1656,22,Road canoe? http://t.co/ehGhttvpBn
1657,18,Just finished up with jpeterson009... Crazy workout.. I'm going to cut up in a major way over these‰€_ http://t.co/fIUmOomSTW
1658,15,If I run one hour today I can eat that leftover lemon pound cake staring at me in the refrigerator today and only feel sorta guilty.
1659,0,Just a reminder - OPEN GYM SUNDAY is being moved to between 2-4. Maybe you'll be able to use your legs again by... http://t.co/7eAqeS35m9
1660,1,@NiallOfficial i love you a lot and your followers keep climbing up but itd mean a lot if i got a follow from you because i love you a lot(:
1661,16,@13owls11  yeah fishing is all about patience but I love going hiking to the mountains and walking down a nice trail enjoy Mother Nature
1662,23,"Coco Crisp just hit a two run bomb. Yes, the guy that graduated the same year as your parents but is still in the league just hit a bomb."
1663,19,"I'm listening to ""Pursuit Of Happiness (Steve Aoki Dance Remix)"" by Kid Cudi on Pandora http://t.co/0jBCFn4oMy\n #pandora"
1664,17,"When it all starts coming undone, baby you're the only one I run to"
1665,15,Jus bought my #indiRemi hair sooo excited for @LovePimpstress1 to do my weave!!’Ê_’_Å
1666,22,"My dad has figured out the ultimate strategy in figuring out how to get my brother to help around the house: ""have you been working out?"""
1667,18,"After 5 or so minutes of walking around without my glasses, I realize I took my glasses off and then it takes me 10 to find them"
1668,10,You are in your own element today as you happily swim through ... More for Pisces https://t.co/TrHWSNAWti
1669,19,Indoor Pool Party still on ! Text me or DM for Location ‰ù—•üè
1670,15,The @DetroitRedWings are becoming the Logan's Run refugee camp of the NHL. Nice work letting Frk go for nothing.
1671,3,@kels3016 I wanna go sledding down a mountain mmmhmm
1672,14,I'm honestly so ready to have college track coaches who love the sport and know how to coach.
1673,16,WAKE UP AT 6:00 AM ‰è¡!FOLD LAUNDRY LIKE ’Ê_’±™’Ê_’±˜’Ê_’±–’Ê_’±_’Ê_’±–’Ê_’±–’Ê_’±–’Ê_’±•SOCKS AFTER THAT GO TO LIFE TIME FITNESS TO ’Ê_’À_ APRIL 15 2014 TUESDAY.
1674,0,One way street of summer love ’Ê_’__[aesthetic swim]ç©__ƒ_ https://t.co/STzbzbg4wp
1675,23,Biking home with my goodies from potandbox . http://t.co/7tBgYBRJYw
1676,18,"Dude is spreading grass seed despite the snow on his lawn, he goes so hard in the suburban paint. #lawndads"
1677,19,@JRMotorsports @Hendrick88Team @DaleJr COME ON!!!!! CAN'T RUN OUT OF GAS!!!!!!
1678,4,@GirlThatsDarius pull up nigga
1679,17,Gotta shovel this fuckin Snow _
1680,16,I just wanna run away from here
1681,1,I might be in yo kitchen nigga cooking wit yo partner ’Ê_’üœ’Ê_’üœ
1682,12,"@Ideationista Will do, I hope I'll be able to walk tomorrow!! Have a good one."
1683,0,"I'm at Olive Garden (Flint, MI) http://t.co/rKx5gwTr"
1684,4,*watching Ashley dance*\nGod has not abandoned me
1685,11,Had a dream last night about vacuuming. In case you wondered what middle age is like.
1686,2,"@YouTube @davidkozinI know you do....We both ran into this commercial together,oh my eh?lol"
1687,17,COOKED DINNER EARLY FOR MY LOVES BAKED CHICKEN THIGHS/SMOTHERED CHICKEN THIGHS WITH GRAVY/ BROCCOLI‰€_ https://t.co/LU2djFnRBz
1688,5,I'm so high I think I could salsa dance if I stand up
1689,18,"Now, for lunch, and then planting all of the garlic! :D"
1690,22,I'm Having My Birthday MARCH 11th At SPHINX WITH @__BMONEY &amp; @djlish!! $5 EVERYTHING &amp; LALA Will be dancing ! Come Turn Up With Us!!!!
1691,0,He's Baaaaaaaaaaaaaaaaaaaaaacc!\n50lb single arm Thrusters\n72 lb Kettle Bell Swings\nBurpees \n3 Rounds‰€_ https://t.co/PyZu5aeqKn
1692,5,"@ShawnSswjk23 fine by me, I understand if I have to run. Like I said though, she is totally worth it to me."
1693,5,Gotta go get this spray so the paint don't chip get it tomorrow when I get more colors ’Ê_’ü_’Ê_’üç
1694,0,I go to school in Detroit but I held my pepper spray at the ready when walking around Eastern
1695,20,As we get down to the wire (we are 66% funded with only 19 days to go... we need to be at 100% or we lose it all... http://t.co/p4uCy3tw
1696,5,Got a little more than a hour of sleep last night n I've been running around all-day! #NiggaTired
1697,0,Fuck Chef Peg Bundy Barzart over here #family #love #msc #mscforlife #detroit #thegoodindetroit‰€_ https://t.co/aWj66UHQR5
1698,23,Nice lil back workout ’Ê_’üˆ’Ê_’_Œ
1699,22,"Paris-Nice 2016 Tech: KTM hangs with the big boys, plus bikes from Movistar &amp; TeamåÊSky https://t.co/JPhWcNUmyj https://t.co/fhqVUPOIxR"
1700,3,@somuch_cody maybe a team party at the martin resident that might carry over to donovons pool lol
1701,23,"New vans because it's almost time to pretend i can skateboard, and new romesnowboards 390 boss‰€_ https://t.co/m1DWZZhRAT"
1702,3,"Walking back to the hotel room with Jordan and some lady said ""wow your son is so handsome"" you dumb bitch"
1703,17,#workflow @ Ford - Michigan Assembly Plant https://t.co/WvCD9oMyeb
1704,14,Its a high of 41 degrees today!?! Bitch I'm finna go outside and break dance to Pharrells Happy in my driveway!!
1705,19,Bugged my mom to make Christmas cookies when I got home and I'm the only one in our house not baking ’Ê_’üÅ’Ê_’üè
1706,21,It's about that time of year ... #detroit #photography #bike #canon #T2iRebel #summer #fun http://t.co/80QMX1dbbG
1707,17,worst tooth pain i've ever experienced...curling up and listening to @joshgroban with silent tears until i can get to the dentist tonight
1708,11,do not wanna do field hockey rn
1709,0,It's always awkward when fat old people have a hard time walking.
1710,22,Zumba...we meet again.
1711,8,https://t.co/Xc6mpCNgu9 #music #hiphop #trance #techno #dance #electro #madeinmichigan #followme #reverbnationmusic #producer #travelmusic
1712,1,I saw them via a kayak @peterhoneyman. I discovered the Houston bridge riding a bike. There were warning signs not to pick up dead bats.
1713,2,Trying to explain to jef  how to cook. men should be forced to take home economics. this is rediculous. lol and quite funny.
1714,3,"I'd be a bit awesome if just one person walked up and said ""thanks y'all"" *drops mic* #Oscars2014"
1715,3,Aww huck has waterphobia! I don't give a damn! Nigga you stank i'll dump some water in him and run! lol
1716,17,@CTaylor_25 @BKabana proud of my niggas headed up town to get bike
1717,21,Ice skating at Millennium Park. - new #blipfoto journal entry http://t.co/oHSbVRvnRj
1718,4,Up baking each other know lmao
1719,20,Did you know Dr. Jane used to be a gymnast? (Hint: she's in the middle of the photo!) https://t.co/PY3VI11uv0
1720,16,Ah. Nothing like yoga at #Urban Solace in Rivertown to take care of jet lag. Glad to be back in the D. Indian Summer today. Beautiful.
1721,19,I am going to devour and vacuum some pizza later _
1722,2,Squats after all this! Oh yeah!\n\n#MetCon\n#SuperUglyTruth http://t.co/bVAsju7zsR
1723,13,I just ran 0.15 mi with Nike+. #nikeplus
1724,23,I'm just now starting to feel the pain in my body from yoga yesterday
1725,23,Now hiring @landslidesk8 #Landslideskatepark come in and fill out an app ... @ Landslide Skate Park https://t.co/8S16GCUbZh
1726,23,But as soon as some cash running threw ya pocket everybody looking for you .
1727,23,So much more motivated with my new gym being only 3 mins away ’Ê_’_»’Ê_’À_
1728,14,I want to go fishing
1729,17,Tnx to my big mouth & the Dallas Cowboys ability to commit game killing penalties I'm getting hammered today!
1730,6,"Daniela: ""Eva you're really a genius""\nEva, my five year old sister: ""but I haven't even practiced dance yet"""
1731,16,https://t.co/8dkU0aHGir #BlackSabbath #IronMan #Live1970
1732,21,"2nd Place Age Group, and PR by 2 min (even with 6.75 mile run instead of normal 6.2). Thank you @3DRacing http://t.co/9jC9kQVIk9"
1733,14,Your attempts to keep your feet firmly planted on the ground m... More for Capricorn http://t.co/YZ46UlQ1IL
1734,8,"@waifu4laifu use it toward working out, that's what I used to do..."
1735,11,Beautiful morning for a run #kensington http://t.co/105lfne0sX
1736,1,"Note to self: Courtney, you cannot pedal an exercise bike and tweet at the same time. ’Ê_’ü‚"
1737,2,‰€œ@PimpBillClinton: The Heat flop more than .@HillDawgClinton's titties when she's doing nude Crossfit.‰€ù
1738,21,I got hit on all day at work by one of the cooks and it was one of the most uncomfortable things I've ever experienced. #nothankyou
1739,17,Super Sunday at the bowling ally ’Ê_’__ @BryanMartoia #twitterlessothers
1740,21,Irritation is that soccer ball rolling around in an unreachable area of the car during stop and go traffic
1741,21,"Soooooo ready for summer, &amp; of course my first love. Volleyball."
1742,10,When u wake up for work and adult swim is still on
1743,0,@azariajaeden one sec. Let me pump up my bike tires
1744,18,"Yes ladies, we are walking TONIGHT! (as long as it's not raining at 6:30 pm) Making Strides Ladies walking group!... http://t.co/ADhdatz2Hw"
1745,21,"Maid in Michigan Residential and Building Services LLC Trenton, MI 10% Off First Cleaning https://t.co/BZjHQGEZnd Trenton #coupon"
1746,11,Just completed a 0.80 mi walk with @RunKeeper. Check it out! http://t.co/Z3cMKmcm6O #RunKeeper
1747,19,I want someone to run with me
1748,1,I love The Voice because even when someone isn't chosen they still thank the coaches for the opportunity they were given! #KnockoutsBegin
1749,0,"Floyd Mayweather is running scared from Manny...will you just sign the contract, let me enjoy a fight, and lose"
1750,4,Basketball. https://t.co/Bip0BTrByR
1751,12,Walking in my stance’Ê_’_ü
1752,1,#americasgottalent #Viggle  the motor cycle stunters were awwwwsome great show so far
1753,16,Here at the #Dentist ready to get my teeth cleaned.
1754,0,"@AlyseVictor yes, two actually. But Sara wouldn't let me ride my bike home so it's in the warming room haha"
1755,22,@BarbersPost I let the Floyd's girls run wild!
1756,4,@tastelikekendi Ricky said he got $200 for you pull up to the sting ’Ê_’ü‚
1757,19,Photo: Mama and daughter! #colorrun #ypsilanticolorrun (Taken with Instagram at the Color Run) http://tmblr.co/ZNAuayPtiSyx
1758,15,"THIS MAN BEAST KIWI STEVEN ADAMS IS ONLY 22 FREAKING YEARS OLD?! \n\nBrb, becoming an agent to NZ Basketball players. https://t.co/XK1EqHvOir"
1759,20,You are leaning towards jumping into a project or organizing a... More for Virgo https://t.co/3cRzkR0PyZ
1760,3,Has anyone ordered from Fabletics? How is the quality and sizing? How are they for running and lifting?
1761,3,‰€œ@montezpayton: @ballerbelly niggas stole ya bike?‰€ù nope
1762,19,"Finally, football n twitter time.  Too many missed tackles by the Lions and they must get momentum back."
1763,6,I think I am surrounded by gay men FML I love them as friends but when I am tryna dance and be hit on  #mejodi
1764,19,5th place  In diving and a 29.05 time for my 50 great end to the season. Now off to regionals !!
1765,14,Bout to head out 2 Monroe to do some fishing!
1766,20,"Come home to my mom actually cooking us something for once, about damn time"
1767,21,Now Everyone is gonna start talking shit on Soccer again’Ê_’ü’
1768,4,"@sterbyci77 what happened to today ""I hate baseball"" lyin ass bitch"
1769,19,@Chadhilliard67 Id bring my swimming pool
1770,18,And let us run with perseverance the race marked out for us.- Hebrews 12:1
1771,4,"@1Scorpio_child I work today. So I didn't feel like cooking. I had hear the good news, that u were having a lil one. Congrat mommy to be"
1772,0,Can't wait till this wedding reception get jumping!... #WeddingFlow #MEETTHEDOBINES #meetthedibiasesoctober2015 #meetthedobin
1773,15,@KiddJawan: Ion fw everybody cuz I hate niggas ion fw everybody I'll paint niggas ’Ê_’±Œ’Ê_’_Œ’Ê_’_ø’Ê_’_– #STUNTHARD #HOTBOYZ
1774,16,"I just ran 1.75 mi @ a 14'58""/mi pace with Nike+. http://t.co/pt4kzqUtIg #nikeplus http://t.co/2z9NDOXKZ0"
1775,23,"Im certain that watching Edmund run off stage screaming the entire time will NEVER, trust me, NEVER get old. It's hilarious #michshakesfest"
1776,13,At work on my 5 minute break found some weights in the customers basement so i had to get some quick‰€_ https://t.co/lCW0EljSxM
1777,14,...and done! @ Detroit Free Press Marathon https://t.co/Mm5rHBKcjj
1778,18,Anyone trying to play basketball at brick?
1779,2,In The Gym Just Knocked Down 2 1/2 miles Then an hour on weights...... #determined #EverydayGrind #FORMYFAMILY
1780,16,Kinda funny how things work out.
1781,19,@HotChipss @____AD @pretty_lilladii i took that pic when we danced on the boat that summer
1782,18,"Currently cheering on women's soccer, team Canada! #heyneighbors #theirwinning #cbcolympics"
1783,19,@HannahCakebread like all over the stairs
1784,0,I didn't know they reviewed plays in baseball. ’Ê_’«”
1785,13,"""@CoachJim4UM: Attacking this day with Enthusiasm Unknown to Mankind"" And so begins a new day for Michigan Football."
1786,19,"My one dream of playing college football can become real, but they don't offer the major I want :/ what to do"
1787,5,When my boss calls just to tell me how his golfing went. &gt;&gt; lmao.
1788,18,"latest #Move, Running 52min, very hard, 9.16 km. https://t.co/wUTTcQvyZn"
1789,15,The only benefit of this snowpocalypse is that I live in an apartment and don't have to shovel. Score.
1790,20,"Shotguns, sunburns, 3rd degree burns, paint ball, slurpee's, 2 books and now pin-ball machine technician. #pain #win http://t.co/UuTj1MTBZm"
1791,2,This old man be walking around lost as hell...Searching for nothing. Lol. He's crazy!
1792,22,Making soup from scratch for the first time ever. \n\nIt takes too long to cook. I'm never going this again. I'm fucking hungry.
1793,3,"Reminder. No short shorts no tanks tops. No open toed shoes, wear tennis shoes. Pull hair back. Be there at 8:30. Area 500."
1794,20,@jimmykimmel I heard the star must buy the stars on walk of fame.  How much do they cost jimmy?
1795,21,Paint festival! Would you go? Tag who you'd take! #livelife || Snap Us: livelife... (Vine by @livelife1111111) https://t.co/OiDqaLB2Ys
1796,20,@rsim83 Good work! Seen you increased you bike time to 22min! You using your heart rate monitor to calculate calories?
1797,18,6 month 70.3 Ironman #Triathlon Training w/ Coach Jen Rulon for only $29/month? #WaitWhat https://t.co/H6KlimvJtE https://t.co/qeOeOGDjHe
1798,2,Having baseball two different times today released all stress that was built up inside me! #thankthelord #myescape __
1799,19,We have random people literally walking around our office playing Pokemon cause our front desk is a gym SO THERES THAT
1800,16,"@firemtgene74 no broken bones, just scrapes, sprains and bruises. Bike's kind of messed up but I've heard there's a moped shop in Detroit."
1801,11,"Surprisingly, your confidence is running on overdrive today, p... More for Cancer https://t.co/87OD9qwUYo"
1802,0,"Nice to see so many new faces today, welcome! ’Ê_’_è Yoga is traditionally practiced in bare feet to help‰€_ https://t.co/GNuKu2xlPT"
1803,16,Man that was the hottest walk ever
1804,4,"My dad took my keys and phone, so I told him I'd walk to work. He came back and threw both at me because its a ""lost cause"" lol"
1805,1,so can I go to pints with crutches or
1806,1,@SyddStivee @fos_arv95 thank youuu syd. Play football!
1807,13,@MaurielleFOX2 @AmyAndrewsFOX2 @fox2deena \nA: just finished dancing in the mirror to @Usher #NoLimit ’Ê_’±ç’Ê_’À_\n\nB: I need one of those brownies ’Ê_’±Œ’Ê_’À_
1808,23,It shouldn't take u that long to walk up the street
1809,19,"I can't believe that a week from today, I'll be dancing on the Tigers field with the best team ’Ê_’üç’Ê_’ü_ #EMUDanceTeam"
1810,0,"Zumba with the girls, should be amusing #uncoordinated #superclutz"
1811,0,"""Amalia, you're walking like someone really fucked you good_"" really did you just say that_ and in front of my mom_ #PleaseStop"
1812,17,"Hey #80, you need a better dance... that was sad."
1813,13,Good News at Ford Dearborn Truck Plant w/ Joe Hinrichs  #Ford @Ford http://t.co/pN0pFvFwTR
1814,4,@LochNessTodster  he makes a good point. ‰€œ@ReaIWilIFerreII: Cell phones ruined the fun of pushing a fully clothed person into a pool.‰€ù
1815,17,"Did you know that cycling is good for your lifespan. Bicycling is a great way to increase your longevity, as... http://t.co/ua8rPYWZuq"
1816,18,American flag flip flops\nAmerican flag swim trunks \nAmerica hat\n\nI'm ready for Garth.
1817,12,WTF!!!! I'm skating all the way to work! Drive safely everyone!
1818,1,Still have one more closet plus finish cleaning my carpet
1819,0,Why does the pool close so early??
1820,18,"""That box is going for a run"" ""yeah, it wanted to shed its... Pizza"" @amberrlynch we could have done better"
1821,1,"However I do need like 200 more steps to reach my goal, sooo i have to do some walking before I lay down lol"
1822,1,TGE WALKING DEAD
1823,1,@ChuckHollywood  prolly the only one in #detroit watching basketball instead of hockey ’Ê_’ü‚’Ê_’ü‚’Ê_’ü‚’Ê_’ü‚
1824,20,The invisible bike helmet! http://t.co/zm36W79JJN Thanks for passing along @emilyruthbell!
1825,19,"As part of our Spring Coaches Series, Mike Horn sat down to discuss #WarriorMGolf. WATCH - https://t.co/ja2sy5b8pU"
1826,12,Can't remember anything I did last night?!!  Wake&amp;bake to gather my thoughts.
1827,19,Pink flamingos in the pool. I smell like a mini bar. Dj's passed out in the yard. Barbie's on the‰€_ https://t.co/NVVklDs1up
1828,21,"@YahooFantasy I have Brees and Rivers in a PPR league. But have Cooks and Ingram. Who would you start at QB, after seeing Saints D Monday."
1829,1,This Sunday #Alexandria will host our first Industry Night! Join us Sept 25 7pm-10pm for free Topgolf &amp; mini golf! https://t.co/4emPYjrsYC
1830,16,Lenovo Yoga Book up for pre-order in the UK: Lenovo was all over the place at this year's IFA and had plenty ... https://t.co/0tV5LZ6dHK
1831,0,If you are competitive in Table Tennis I automatically have respect for you
1832,15,Hope everyone has a good week! Off to the pool after i turn in my FINAL!!!!!!! #fuckyeah
1833,23,Can't wait for flag football to start _
1834,2,@KaceyMusgraves digging the country girl more and more.
1835,11,"On CH: Test riding @iamspecialized's women-specific fat bike on the snow-covered mountains of Jackson Hole, Wyoming https://t.co/gMAK8FPlar"
1836,2,"Shirts happened.  Let me know if you want one!  Super limited run, $30 for a tee or tank!‰€_ https://t.co/SLjM6dmSbY"
1837,2,Dont you ever say I just walked away I will always want you -Miley
1838,0,Sick of waking up in darkness when the sky is always painted blue.
1839,1,@village yoga is the place to break the chains. #yogamadesimple #breakthechains #befree #behappy https://t.co/JEKio9yCkB
1840,0,@OfficialJackson When u go fishing where do u go &amp; if u r out on the road do u take time to go fishing. Y'r fan Cheryl
1841,16,@steve21smith Wheres the Steve Smith Basketball center in #Detroit that gives youth the opportunity u had growin up? #giveback  #msuBEENgood
1842,2,Fav from Dark Horse! - Drinking a Scotty Karate by @DarkHorseBrewCo - http://t.co/DvxRB07JC8 #photo
1843,16,Now she's pooped out from annoying me aka spinning in circles in my bed until I wokeup.  @ Haus of the Woman http://t.co/g6e3XQow
1844,0,"So.... Tiny Iceland (pop. 320,000) just knocked out the country who invented soccer.... Unbelievable #EURO2016"
1845,15,This weather makes me want to whip the jet ski out early
1846,17,"I want sum.....""@BossYoPussyUp: bouta cook"""
1847,8,digging way too deep into the feels tonight
1848,20,Michigan basketball is bout to surprise everyone again this year
1849,20,2 nite from 6pm-9pm open gym ’Ê_’À€’Ê_’À€ @ Swartz Creek United Methodist church \nBring a $1 for the water cause
1850,18,How I Motivate Myself to Workout: http://t.co/XoqUAOthM3 via @YouTube
1851,18,@MeninaLorenaa I donÕt know this boring shit my cousin just wants to know. ItÕs soccer I rather have a wwe wrestler massage my nuts
1852,14,You love swimming in open waters where there are no boundaries... More for Pisces http://t.co/98Hcl1ropJ
1853,22,DR. JAY Dave....Somebody call a Doc’Ê_’üá’Ê_’ü‚’Ê_’ü‚ @ Sky Zone: Indoor Trampoline Park http://t.co/Osqm9bgo8p
1854,22,we baked and frosted cookies. https://t.co/rUViG2ha5t
1855,16,quiet summer days walking across campus make me wish a nonacademic friend was by my side to share the beauty in silence. #msu
1856,15,On the #track. #Sunday #Workout https://t.co/BbTFHIUEhN
1857,22,Perfect day for this! (@ Ashley's Beer Garden - @ashleyswestland) http://t.co/Dbi7PsPKon
1858,20,Making progress on your long-term goals is a walk in the park ... More for Taurus https://t.co/XHvWYNwPm5
1859,2,@JackMahnick Sanders has been entirely outspoken against the DNC and political system throughout the election cycle. He played an important
1860,17,Um. @ Cadillac Square Beer Garden http://t.co/Kp0C8WW91B
1861,0,I need to go back to dance
1862,11,just walked 2.0 mi in 58 mins and burned 272 calories. Total burned so far: 74382 calories! on 11/2/11 at 6:31 AM #cardiotrainer
1863,20,I wish I had a pool....
1864,18,"Yacht Club. | Nautica ""Sail"" tee, Nautica Cargo shorts and Adidas Stan Smith. All available at Puffer‰€_ http://t.co/qUr4xt8lsu"
1865,12,Who wanna cook breakfast
